GESTION;2017;;;;;;;
TYPE BUDGET;Budget général;;;;;;;
;;;;; Données;;;
Gestion des finances publiques et des ressources humaines;218;5;31;Dépenses de fonctionnement autres que celles de personnel;248 088 929;232 504 635;216 001 807;237 539 124
Gestion des finances publiques et des ressources humaines;218;5;51;Dépenses pour immobilisations corporelles de lÉtat;4 406 266;1 900 000;3 808 744;3 300 000
Gestion des finances publiques et des ressources humaines;218;5;52;Dépenses pour immobilisations incorporelles de lÉtat;387 037;0;386 826;0
Gestion des finances publiques et des ressources humaines;218;5;62;Transferts aux entreprises;14 886 035;14 592 000;14 877 906;14 592 000
Gestion des finances publiques et des ressources humaines;218;5;64;Transferts aux autres collectivités;347 342;350 000;347 151;350 000
Gestion des finances publiques et des ressources humaines;218;7;21;Rémunérations dactivité;46 874 814;43 524 595;46 874 814;43 524 595
Gestion des finances publiques et des ressources humaines;218;7;22;Cotisations et contributions sociales;22 763 395;28 924 101;22 763 395;28 924 101
Gestion des finances publiques et des ressources humaines;218;7;23;Prestations sociales et allocations diverses;283 771;1 208 464;283 771;1 208 464
Gestion des finances publiques et des ressources humaines;218;7;31;Dépenses de fonctionnement autres que celles de personnel;61 552 323;57 059 603;53 926 144;51 938 603
Gestion des finances publiques et des ressources humaines;218;7;51;Dépenses pour immobilisations corporelles de lÉtat;36 477 181;34 920 573;42 363 665;38 010 397
Gestion des finances publiques et des ressources humaines;218;7;52;Dépenses pour immobilisations incorporelles de lÉtat;0;0;0;0
Gestion des finances publiques et des ressources humaines;302;1;21;Rémunérations dactivité;270 610 165;276 698 222;270 610 165;276 698 222
Gestion des finances publiques et des ressources humaines;302;1;22;Cotisations et contributions sociales;154 649 747;167 730 236;154 649 747;167 730 236
Gestion des finances publiques et des ressources humaines;302;1;23;Prestations sociales et allocations diverses;1 405 026;1 446 631;1 405 026;1 446 631
Gestion des finances publiques et des ressources humaines;302;1;31;Dépenses de fonctionnement autres que celles de personnel;48 355 641;65 417 359;38 644 265;62 818 441
Gestion des finances publiques et des ressources humaines;302;1;51;Dépenses pour immobilisations corporelles de lÉtat;3 000 000;7 448 000;3 388 000;6 295 657
Gestion des finances publiques et des ressources humaines;302;1;52;Dépenses pour immobilisations incorporelles de lÉtat;0;2 052 000;0;1 847 000
Gestion des finances publiques et des ressources humaines;302;3;21;Rémunérations dactivité;82 505 112;84 281 175;82 505 112;84 281 175
Gestion des finances publiques et des ressources humaines;302;3;22;Cotisations et contributions sociales;49 519 766;51 088 278;49 519 766;51 088 278
Gestion des finances publiques et des ressources humaines;302;3;23;Prestations sociales et allocations diverses;449 898;440 308;449 898;440 308
Gestion des finances publiques et des ressources humaines;302;3;31;Dépenses de fonctionnement autres que celles de personnel;58 676 754;13 259 662;56 621 952;12 732 879
Gestion des finances publiques et des ressources humaines;302;3;51;Dépenses pour immobilisations corporelles de lÉtat;15 802 460;27 219 600;14 528 460;22 452 000
Gestion des finances publiques et des ressources humaines;302;3;52;Dépenses pour immobilisations incorporelles de lÉtat;1 900 000;0;2 900 000;0
Gestion des finances publiques et des ressources humaines;302;4;21;Rémunérations dactivité;139 431 728;143 870 136;139 431 728;143 870 136
Gestion des finances publiques et des ressources humaines;302;4;22;Cotisations et contributions sociales;83 687 256;87 209 006;83 687 256;87 209 006
Gestion des finances publiques et des ressources humaines;302;4;23;Prestations sociales et allocations diverses;760 317;751 617;760 317;751 617
Gestion des finances publiques et des ressources humaines;302;4;31;Dépenses de fonctionnement autres que celles de personnel;31 220 545;28 644 502;22 798 563;27 506 506
Gestion des finances publiques et des ressources humaines;302;4;52;Dépenses pour immobilisations incorporelles de lÉtat;2 036 546;5 767 000;2 036 546;5 767 000
Gestion des finances publiques et des ressources humaines;302;5;21;Rémunérations dactivité;91 189 635;93 801 545;91 189 635;93 801 545
Gestion des finances publiques et des ressources humaines;302;5;22;Cotisations et contributions sociales;54 732 237;56 859 190;54 732 237;56 859 190
Gestion des finances publiques et des ressources humaines;302;5;23;Prestations sociales et allocations diverses;497 254;490 045;497 254;490 045
Gestion des finances publiques et des ressources humaines;302;5;31;Dépenses de fonctionnement autres que celles de personnel;12 673 335;17 001 429;9 102 458;16 325 992
Gestion des finances publiques et des ressources humaines;302;5;52;Dépenses pour immobilisations incorporelles de lÉtat;2 078 075;3 160 000;2 078 075;3 081 000
Gestion des finances publiques et des ressources humaines;302;5;61;Transferts aux ménages;10 800 000;8 800 000;10 800 000;8 800 000
Gestion des finances publiques et des ressources humaines;302;5;62;Transferts aux entreprises;148 408 447;141 408 000;148 408 447;141 408 000
Gestion des finances publiques et des ressources humaines;302;6;21;Rémunérations dactivité;141 037 960;145 803 783;141 037 960;145 803 783
Gestion des finances publiques et des ressources humaines;302;6;22;Cotisations et contributions sociales;84 651 320;88 381 113;84 651 320;88 381 113
Gestion des finances publiques et des ressources humaines;302;6;23;Prestations sociales et allocations diverses;769 076;761 717;769 076;761 717
Gestion des finances publiques et des ressources humaines;302;6;31;Dépenses de fonctionnement autres que celles de personnel;80 492 709;40 979 704;63 576 790;39 472 016
Gestion des finances publiques et des ressources humaines;302;6;51;Dépenses pour immobilisations corporelles de lÉtat;6 170 000;9 630 000;5 629 657;8 640 000
Gestion des finances publiques et des ressources humaines;302;6;52;Dépenses pour immobilisations incorporelles de lÉtat;9 913 875;7 821 000;8 913 875;7 505 000
Gestion des finances publiques et des ressources humaines;302;6;64;Transferts aux autres collectivités;1 100 000;1 100 000;1 100 000;1 100 000
Immigration, asile et intégration;104;11;32;Subventions pour charges de service public;18 119 991;171 400 000;18 119 991;171 400 000
Immigration, asile et intégration;104;11;61;Transferts aux ménages;22 515 807;10 500 000;22 515 807;10 500 000
Immigration, asile et intégration;104;12;63;Transferts aux collectivités territoriales;1 800 000;1 300 000;1 800 000;1 300 000
Immigration, asile et intégration;104;12;64;Transferts aux autres collectivités;22 738 500;28 431 000;22 738 500;28 431 000
Immigration, asile et intégration;104;14;31;Dépenses de fonctionnement autres que celles de personnel;1 204 515;945 600;1 058 600;1 005 600
Immigration, asile et intégration;104;15;61;Transferts aux ménages;131 000;127 000;131 000;127 000
Immigration, asile et intégration;104;15;64;Transferts aux autres collectivités;20 112 400;26 598 400;20 112 400;26 598 400
Immigration, asile et intégration;104;16;62;Transferts aux entreprises;2 500 000;2 500 000;2 500 000;2 500 000
Immigration, asile et intégration;104;16;64;Transferts aux autres collectivités;6 487 000;6 038 000;6 487 000;6 038 000
Immigration, asile et intégration;303;1;31;Dépenses de fonctionnement autres que celles de personnel;560 000;520 000;560 000;520 000
Immigration, asile et intégration;303;1;64;Transferts aux autres collectivités;5 000;0;5 000;0
Immigration, asile et intégration;303;2;31;Dépenses de fonctionnement autres que celles de personnel;0;152 050 160;0;24 289 237
Immigration, asile et intégration;303;2;32;Subventions pour charges de service public;53 632 495;65 000 000;53 632 495;65 000 000
Immigration, asile et intégration;303;2;61;Transferts aux ménages;148 760 000;220 000 000;148 760 000;220 000 000
Immigration, asile et intégration;303;2;62;Transferts aux entreprises;65 000 000;91 210 763;65 000 000;91 210 763
Immigration, asile et intégration;303;2;63;Transferts aux collectivités territoriales;18 000 000;4 000 000;18 000 000;4 000 000
Immigration, asile et intégration;303;2;64;Transferts aux autres collectivités;312 029 000;282 975 000;312 029 000;282 975 000
Immigration, asile et intégration;303;3;31;Dépenses de fonctionnement autres que celles de personnel;62 880 082;59 209 850;62 506 000;59 209 850
Immigration, asile et intégration;303;3;51;Dépenses pour immobilisations corporelles de lÉtat;3 000 000;3 138 000;3 450 000;3 277 500
Immigration, asile et intégration;303;3;62;Transferts aux entreprises;0;1 800 000;0;1 800 000
Immigration, asile et intégration;303;3;64;Transferts aux autres collectivités;14 000 000;28 370 000;14 000 000;28 370 000
Immigration, asile et intégration;303;4;31;Dépenses de fonctionnement autres que celles de personnel;31 212 427;23 669 635;30 552 427;24 381 203
Immigration, asile et intégration;303;4;51;Dépenses pour immobilisations corporelles de lÉtat;0;0;0;20 677
Immigration, asile et intégration;303;4;52;Dépenses pour immobilisations incorporelles de lÉtat;0;2 954 281;0;2 973 317
Immigration, asile et intégration;303;4;64;Transferts aux autres collectivités;163 100;184 441;163 100;193 810
Investissements d'avenir;421;1;64;Transferts aux autres collectivités;0;250 000 000;0;0
Investissements d'avenir;421;2;64;Transferts aux autres collectivités;0;400 000 000;0;0
Investissements d'avenir;421;3;64;Transferts aux autres collectivités;0;350 000 000;0;0
Investissements d'avenir;421;4;64;Transferts aux autres collectivités;0;700 000 000;0;0
Investissements d'avenir;421;5;64;Transferts aux autres collectivités;0;300 000 000;0;0
Investissements d'avenir;421;6;31;Dépenses de fonctionnement autres que celles de personnel;0;400 000 000;0;0
Investissements d'avenir;421;7;63;Transferts aux collectivités territoriales;0;400 000 000;0;0
Investissements d'avenir;421;7;64;Transferts aux autres collectivités;0;100 000 000;0;0
Investissements d'avenir;422;1;31;Dépenses de fonctionnement autres que celles de personnel;0;100 000 000;0;0
Investissements d'avenir;422;1;62;Transferts aux entreprises;0;50 000 000;0;0
Investissements d'avenir;422;2;31;Dépenses de fonctionnement autres que celles de personnel;0;500 000 000;0;0
Investissements d'avenir;422;3;31;Dépenses de fonctionnement autres que celles de personnel;0;700 000 000;0;0
Investissements d'avenir;422;3;62;Transferts aux entreprises;0;600 000 000;0;0
Investissements d'avenir;422;3;71;Prêts et avances;0;200 000 000;0;0
Investissements d'avenir;422;3;72;Dotations en fonds propres;0;0;0;0
Investissements d'avenir;422;4;64;Transferts aux autres collectivités;0;230 000 000;0;0
Investissements d'avenir;422;5;62;Transferts aux entreprises;0;570 000 000;0;0
Investissements d'avenir;422;5;71;Prêts et avances;0;50 000 000;0;0
Investissements d'avenir;423;1;62;Transferts aux entreprises;0;275 000 000;0;0
Investissements d'avenir;423;1;71;Prêts et avances;0;275 000 000;0;0
Investissements d'avenir;423;2;31;Dépenses de fonctionnement autres que celles de personnel;0;500 000 000;0;0
Investissements d'avenir;423;2;62;Transferts aux entreprises;0;250 000 000;0;0
Investissements d'avenir;423;2;71;Prêts et avances;0;250 000 000;0;0
Investissements d'avenir;423;3;62;Transferts aux entreprises;0;275 000 000;0;0
Investissements d'avenir;423;3;71;Prêts et avances;0;75 000 000;0;0
Investissements d'avenir;423;4;62;Transferts aux entreprises;0;100 000 000;0;0
Investissements d'avenir;423;5;62;Transferts aux entreprises;0;200 000 000;0;0
Investissements d'avenir;423;5;71;Prêts et avances;0;100 000 000;0;0
Investissements d'avenir;423;6;31;Dépenses de fonctionnement autres que celles de personnel;0;500 000 000;0;0
Investissements d'avenir;423;7;31;Dépenses de fonctionnement autres que celles de personnel;0;200 000 000;0;0
Investissements d'avenir;423;8;31;Dépenses de fonctionnement autres que celles de personnel;0;400 000 000;0;0
Investissements d'avenir;423;9;31;Dépenses de fonctionnement autres que celles de personnel;0;700 000 000;0;0
Justice;101;1;31;Dépenses de fonctionnement autres que celles de personnel;0;60 000;0;60 000
Justice;101;1;61;Transferts aux ménages;330 740 321;368 314 504;330 740 321;368 314 504
Justice;101;1;64;Transferts aux autres collectivités;8 000;2 515 000;8 000;2 515 000
Justice;101;2;31;Dépenses de fonctionnement autres que celles de personnel;105 000;69 000;105 000;69 000
Justice;101;2;63;Transferts aux collectivités territoriales;480 000;480 000;480 000;480 000
Justice;101;2;64;Transferts aux autres collectivités;6 498 912;7 492 300;6 498 912;7 492 300
Justice;101;3;31;Dépenses de fonctionnement autres que celles de personnel;150 000;890 000;765 750;890 000
Justice;101;3;61;Transferts aux ménages;500 000;0;500 000;0
Justice;101;3;64;Transferts aux autres collectivités;23 904 750;27 110 000;23 904 750;27 110 000
Justice;101;4;64;Transferts aux autres collectivités;3 552 500;4 366 342;3 552 500;4 366 342
Justice;107;1;21;Rémunérations dactivité;927 017 784;969 872 696;927 017 784;969 872 696
Justice;107;1;22;Cotisations et contributions sociales;662 311 936;693 813 738;662 311 936;693 813 738
Justice;107;1;23;Prestations sociales et allocations diverses;7 912 640;6 852 151;7 912 640;6 852 151
Justice;107;1;31;Dépenses de fonctionnement autres que celles de personnel;170 200 000;201 600 000;173 770 000;187 500 000
Justice;107;1;51;Dépenses pour immobilisations corporelles de lÉtat;678 872 003;1 757 100 000;320 927 786;297 190 000
Justice;107;1;64;Transferts aux autres collectivités;2 700 000;2 900 000;2 700 000;1 300 000
